"caseid","age","gender","fulltime_emp","phys_challenge","sleep","homework","socializing"
"20160908161173",55,"Female","Full time","No difficulty",520,0,415
"20161109161270",25,"Male","Full time","No difficulty",735,0,525
"20160706161011",38,"Female","Full time","No difficulty",558,0,5
"20160504161166",39,"Female","Full time","No difficulty",525,0,690
"20160403160788",65,"Female","No answer","No difficulty",360,0,225
"20160112150751",32,"Female","Full time","No difficulty",483,0,443
"20160302162054",48,"Male","Full time","No difficulty",447,0,230
"20160201161948",34,"Female","Full time","No difficulty",720,0,240
"20160403161268",49,"Female","Full time","No difficulty",544,0,300
"20160112152044",33,"Female","No answer","No difficulty",610,0,224
"20161211160838",44,"Male","Full time","No difficulty",420,0,365
"20160404162014",70,"Female","No answer","Has difficulty",510,0,615
"20160302160179",51,"Male","Full time","No difficulty",465,0,210
"20160202161020",61,"Male","No answer","No difficulty",665,0,375
"20160403160502",39,"Female","No answer","No difficulty",570,0,135
"20160606160076",49,"Female","Part time","No difficulty",445,0,583
"20160201160722",39,"Female","Full time","No difficulty",960,0,120
"20160707161438",67,"Female","No answer","Has difficulty",540,0,725
"20160908161875",70,"Female","No answer","No difficulty",450,0,730
"20160706161244",53,"Male","Full time","No difficulty",360,0,607
"20160212151723",48,"Female","No answer","No difficulty",510,0,110
"20160505160619",54,"Male","Full time","No difficulty",405,0,65
"20161211161363",25,"Female","Part time","No difficulty",510,285,30
"20160504161916",35,"Male","Full time","No difficulty",665,0,150
"20160112152038",49,"Male","Part time","No difficulty",600,0,360
"20161211160084",44,"Male","No answer","Has difficulty",678,0,492
"20160908160096",28,"Female","Full time","No difficulty",750,0,170
"20160112150982",85,"Female","No answer","No difficulty",595,0,325
"20160302161754",61,"Male","Part time","No difficulty",780,0,120
"20160504161003",43,"Female","Full time","No difficulty",525,0,110
"20161009161481",52,"Male","Full time","No difficulty",500,0,45
"20160504161742",33,"Female","No answer","No difficulty",635,0,180
"20160403160035",66,"Female","No answer","No difficulty",570,0,53
"20161211161579",51,"Female","Part time","No difficulty",413,0,263
"20161211161804",54,"Female","Part time","No difficulty",410,0,90
"20160908160943",75,"Female","No answer","No difficulty",510,0,150
"20161211161995",59,"Male","No answer","Has difficulty",645,0,60
"20160301161099",35,"Female","Full time","No difficulty",390,0,575
"20161110161284",33,"Male","Full time","No difficulty",440,0,139
"20161110161709",66,"Female","No answer","No difficulty",500,0,60
"20161009162152",28,"Male","Full time","No difficulty",480,0,175
"20160404161995",67,"Female","No answer","No difficulty",530,0,514
"20160605161470",80,"Female","No answer","No difficulty",692,0,435
"20160302160636",63,"Male","No answer","No difficulty",510,60,330
"20160606162043",37,"Female","No answer","No difficulty",599,0,321
"20160908161581",42,"Female","Full time","No difficulty",465,0,85
"20160605161840",67,"Female","No answer","No difficulty",540,0,285
"20160808161900",57,"Male","No answer","No difficulty",450,0,265
"20160907161766",50,"Male","Full time","No difficulty",445,0,18
"20161210161181",36,"Male","Full time","No difficulty",720,0,596
"20161211161516",42,"Male","Full time","No difficulty",610,0,360
"20161010160026",70,"Male","No answer","No difficulty",399,0,170
"20160403160750",51,"Female","Full time","No difficulty",510,0,185
"20160706160876",65,"Female","No answer","No difficulty",600,0,390
"20161211161561",66,"Female","No answer","No difficulty",555,0,270
"20160504161990",59,"Female","No answer","No difficulty",450,0,625
"20160504160933",34,"Male","Full time","No difficulty",465,0,120
"20161110161482",55,"Female","Part time","No difficulty",470,0,30
"20160212151912",51,"Female","No answer","Has difficulty",740,0,90
"20160706160777",45,"Male","Full time","No difficulty",370,0,55
"20161008162131",54,"Female","Part time","No difficulty",660,0,70
"20161009161623",61,"Male","Full time","No difficulty",510,0,225
"20160908162509",28,"Male","Part time","No difficulty",820,0,90
"20160807160876",37,"Male","Full time","No difficulty",450,0,365
"20160504160728",34,"Female","No answer","No difficulty",570,0,270
"20160302161255",36,"Male","Full time","No difficulty",515,0,60
"20160503160724",70,"Male","No answer","No difficulty",310,0,20
"20160503161423",61,"Female","No answer","No difficulty",815,0,240
"20160301161370",51,"Male","Full time","No difficulty",465,0,45
"20160112152348",49,"Male","Full time","No difficulty",355,0,300
"20161110160601",67,"Male","No answer","Has difficulty",561,0,345
"20160807161836",47,"Male","Full time","No difficulty",435,0,285
"20161211161799",47,"Male","Part time","No difficulty",720,0,60
"20160807161677",15,"Female","No answer","No difficulty",870,0,438
"20160807161633",49,"Female","Full time","No difficulty",454,0,480
"20160112151860",42,"Male","Full time","No difficulty",510,0,60
"20160504162212",56,"Female","Full time","No difficulty",510,0,105
"20160101162343",77,"Female","No answer","No difficulty",625,0,229
"20161007161762",17,"Female","No answer","No difficulty",735,0,345
"20160504162516",34,"Female","Part time","No difficulty",490,0,130
"20160605160523",47,"Male","Full time","No difficulty",420,0,280
"20160503161482",61,"Male","Full time","No difficulty",640,0,120
"20161009160539",62,"Male","No answer","No difficulty",360,0,635
"20160705161987",45,"Male","Part time","No difficulty",387,0,130
"20161109161742",47,"Female","Full time","No difficulty",450,298,20
"20161211162505",24,"Female","Full time","No difficulty",695,0,300
"20161212161089",18,"Male","No answer","No difficulty",660,60,360
"20160111151814",47,"Female","Part time","No difficulty",150,0,335
"20160403160695",62,"Female","Full time","No difficulty",450,0,285
